ST_CASE,MONTH,DAY,DAY_WEEK,HOUR,LATITUDE,LONGITUD,HARM_EV,LGT_COND,WEATHER,VE_FORMS,TRAV_SP,DEATHS,DR_DRINK,VSPD_LIM
483054,9,14,5,6,30.17760278,-96.39380278,8,2,2,1,998,0,0,45
483055,9,30,7,21,32.38571667,-94.83079444,23,2,1,1,998,1,0,30
483056,10,17,3,13,30.06616111,-99.11782222,12,1,1,2,998,1,0,30
483057,10,11,4,16,33.58402778,-99.79258611,12,1,1,2,998,0,0,35
483058,10,8,1,20,28.85528056,-97.83926667,12,2,10,2,998,1,1,70
483059,10,5,5,11,31.73006111,-102.3538667,12,1,1,2,998,1,0,70
483060,10,15,1,23,29.87391944,-95.06354444,9,3,1,1,998,0,0,35
483062,10,14,7,13,35.60241389,-101.2220889,12,1,1,2,998,0,0,60
483063,10,15,1,5,30.87789167,-97.91895,12,2,1,2,998,1,0,65
483064,10,12,5,15,31.73351667,-102.6027139,24,1,1,1,998,1,0,75
483065,10,1,1,0,29.68143333,-95.45869722,25,3,1,1,998,2,1,60
483066,9,24,1,3,32.76177222,-96.8231,33,3,1,1,998,1,1,30
483067,10,14,7,5,32.76521389,-97.316425,8,2,1,2,998,0,0,70
483068,10,23,2,20,26.20362778,-98.24548056,8,2,1,1,998,0,0,30
483069,10,10,3,19,31.71646111,-96.12610833,12,2,1,2,998,1,0,70
483070,10,15,1,13,30.22243889,-97.74811667,8,1,1,1,998,0,0,80
483071,10,22,1,5,30.37718889,-97.67668056,8,3,1,1,998,0,0,98
483072,10,20,6,4,29.801725,-95.00138889,8,2,5,1,998,0,0,65
483073,10,17,3,1,32.910825,-96.61429444,42,3,1,1,998,1,1,50
483074,9,28,5,7,33.07978889,-94.52607222,34,1,1,1,998,1,0,65
483075,9,15,6,6,31.053425,-97.50695278,9,2,1,1,998,0,0,60
483076,10,11,4,16,29.36889722,-99.96781944,35,1,10,1,998,1,0,70
483077,10,13,6,18,35.167775,-101.8685972,12,1,1,2,998,0,0,60
483078,10,15,1,18,30.2953,-99.01574444,12,1,1,2,998,0,1,70
483079,10,4,4,12,30.78135556,-94.4152,12,1,10,2,998,1,0,40
483080,10,12,5,14,32.92004722,-96.41811389,12,1,10,2,998,1,0,45
483081,10,20,6,0,29.863925,-95.404375,8,3,1,1,998,0,0,45
483082,6,19,2,16,29.52078056,-98.39389444,9,1,1,1,998,0,0,55
483083,7,14,6,14,29.46403333,-98.64408611,12,1,1,2,998,0,0,0
483084,9,29,6,20,32.86431389,-96.82853333,8,3,1,2,998,0,0,45
483085,10,22,1,21,29.70508333,-95.28081667,8,6,1,1,998,0,0,30
483086,10,16,2,21,32.73409722,-96.66567778,12,3,1,3,998,0,1,35
483087,10,5,5,21,30.02745556,-95.42896944,12,3,1,2,998,1,1,65
483088,10,6,6,2,30.03284722,-95.42875556,12,3,1,2,998,1,1,45
483089,10,20,6,19,31.08026389,-97.41646667,12,3,1,2,998,1,0,40
483090,10,18,4,0,33.27275556,-94.152625,12,2,1,2,998,1,0,75
483091,10,15,1,10,29.65592778,-95.44235,25,1,1,1,998,1,0,55
483092,10,19,5,19,31.81143056,-106.1658167,33,3,1,1,998,1,0,30
483093,10,15,1,0,31.68703889,-97.41954444,59,2,1,1,998,1,1,60
483094,10,4,4,8,28.96935556,-95.54901944,38,1,2,1,998,1,0,45
483095,10,21,7,14,29.82829167,-95.43581667,42,1,1,1,998,1,1,35
483096,10,12,5,20,33.12940833,-95.986875,12,3,10,2,998,0,0,75
483097,10,12,5,19,31.848275,-102.5086167,41,1,1,1,998,1,1,0
483098,10,13,6,23,29.37745,-98.61424444,12,3,1,2,998,0,0,45
483099,10,22,1,16,30.09700556,-94.15150278,12,1,1,2,998,0,0,30
483100,8,2,4,5,32.39760556,-96.59156944,42,2,1,1,998,1,0,45
483101,10,17,3,10,30.56566944,-97.69324444,1,1,1,1,998,1,0,60
483102,10,15,1,11,29.89095833,-95.32678333,8,1,1,1,998,0,0,35
483103,10,17,3,6,32.95029167,-97.61275556,12,2,1,2,998,0,0,30
483104,10,13,6,17,30.16429444,-103.2344889,1,1,1,1,998,1,0,75
483105,10,15,1,0,29.32326389,-103.5879861,14,3,1,1,998,0,1,60
483106,10,22,1,14,29.57422778,-95.68069722,12,1,1,3,998,0,0,35
483107,10,17,3,6,29.89811389,-95.41868056,8,2,1,2,998,0,0,45
483108,10,3,3,4,32.76199167,-97.04495556,33,3,1,1,998,1,0,30
483109,10,23,2,13,30.09301111,-97.67956944,12,1,10,2,998,1,0,60
483110,10,25,4,1,25.96915833,-97.53878889,35,3,10,1,998,1,0,55
483111,10,10,3,6,31.91840556,-102.4326083,12,4,1,2,998,1,0,70
483112,10,18,4,14,32.45301111,-100.5522472,12,1,1,2,998,1,0,55
483113,10,22,1,14,28.78351944,-97.89438611,12,1,1,2,998,1,0,70
483114,10,22,1,18,35.29435,-101.7625667,1,1,1,1,998,1,0,60
483115,10,22,1,18,32.38539444,-94.63983056,12,5,10,2,998,0,0,55
483116,10,25,4,18,30.29812778,-94.18494444,12,5,1,2,998,0,0,30
483117,10,25,4,23,32.89455,-97.08509722,52,3,2,1,998,1,0,65
483118,10,21,7,12,29.37417222,-98.40015,12,1,1,2,998,1,0,40
483119,10,8,1,16,31.75107222,-106.4024417,12,1,1,2,998,0,0,15
483120,10,20,6,17,33.90896111,-98.48965278,12,1,1,2,998,1,0,35
483121,10,25,4,3,29.57546389,-95.50610278,42,6,1,1,998,1,0,65
483122,10,9,2,6,30.17133611,-95.23871111,8,2,1,1,998,0,0,55
483123,10,22,1,15,30.4467,-97.74406667,12,1,1,2,998,1,0,60
483124,10,14,7,8,31.67463056,-106.3360167,12,1,1,4,998,0,1,45
483125,10,25,4,6,29.42799167,-98.55453889,9,2,10,1,998,0,0,40
483126,10,20,6,6,29.04282222,-96.20792222,12,2,1,2,998,0,0,70
483127,10,26,5,12,32.73108611,-97.18015833,12,1,1,3,998,1,0,55
483128,10,21,7,21,30.74975278,-96.89803056,11,2,1,1,998,1,0,70
483129,10,21,7,16,30.97718056,-97.57469167,12,1,1,2,998,2,0,60
483130,10,6,6,23,29.71278056,-95.278225,33,3,10,1,998,1,1,30
483131,10,28,7,20,32.90948056,-97.33154167,12,3,5,2,998,1,0,40
483132,10,23,2,19,29.51639167,-98.54124722,34,1,10,1,998,1,0,25
483133,7,11,3,21,29.80914444,-94.98250833,12,3,1,2,998,0,0,45
483134,7,1,7,3,29.77193056,-95.29196667,12,3,1,2,998,1,1,30
483135,10,11,4,4,29.57545,-98.33923611,8,2,1,1,998,0,0,45
483136,10,14,7,11,30.430775,-93.97835833,30,1,1,2,998,1,0,60
483137,10,15,1,0,28.89280833,-97.18298056,32,2,1,1,998,1,0,60
483138,10,23,2,1,33.60693889,-101.958975,1,2,1,1,998,1,1,30
483139,10,24,3,19,29.36559444,-98.49466111,8,2,1,1,998,0,0,35
483140,10,28,7,2,32.79252222,-96.62617778,25,3,2,1,998,1,1,70
483141,10,24,3,8,30.73862778,-99.03841389,12,1,2,2,998,1,0,70
483142,10,26,5,19,33.09403611,-96.06294167,12,2,1,2,998,1,1,60
483143,10,23,2,19,32.92342222,-99.95201667,12,2,2,2,998,1,0,70
483144,10,21,7,20,31.21874167,-101.5928639,8,2,1,1,998,0,0,75
483145,10,26,5,18,29.29783889,-97.29285278,12,5,2,2,998,1,1,70
483146,10,22,1,0,29.97910278,-95.71578611,1,2,1,1,998,1,0,50
483147,10,19,5,6,31.88443889,-100.4941778,8,2,1,1,998,0,0,65
483148,10,19,5,19,31.57017222,-100.2541444,42,1,1,1,998,1,0,75
483150,9,9,7,23,26.08061389,-98.09399444,35,2,1,1,998,1,1,60
483151,9,30,7,13,26.24316389,-98.15518611,38,1,1,1,998,1,0,30
483152,10,22,1,23,31.45059444,-106.0374917,12,3,1,2,998,1,0,75
483153,10,14,7,1,29.77328611,-94.67336667,8,2,1,1,998,0,0,45
483154,10,24,3,21,33.11996944,-96.60884444,38,2,2,1,998,1,0,50
483155,10,7,7,3,30.14096111,-97.70268056,8,2,1,1,998,0,0,45
483156,10,26,5,19,29.32167222,-98.457475,8,3,10,1,998,0,0,70
483157,10,25,4,1,29.46984167,-98.47552778,8,3,1,1,998,0,0,65
483158,10,25,4,13,29.79205278,-94.98095556,9,1,1,1,998,0,0,98
483159,9,25,2,4,29.84603889,-95.393125,25,3,1,1,998,1,1,55
483160,9,11,2,6,29.7939,-95.33726944,8,1,10,1,998,0,0,35
483161,10,26,5,21,29.28623611,-94.79364167,8,3,1,1,998,0,1,35
483162,7,14,6,15,32.73264444,-97.36138611,12,1,1,2,998,0,0,40
483163,10,23,2,0,32.11484444,-96.34747778,42,2,10,1,998,2,0,60
483164,10,28,7,16,30.20172222,-93.81639444,1,1,1,1,998,1,1,55
483165,9,27,4,23,29.64588889,-97.69462778,12,2,1,2,998,1,0,75
483166,10,20,6,19,32.99911667,-98.39347778,1,2,1,1,998,1,1,75
483167,10,20,6,7,33.41885556,-96.74083056,12,1,1,2,998,1,0,45
483168,10,19,5,6,33.08161111,-94.24465556,12,4,1,2,998,0,0,75
483169,10,26,5,20,33.03588056,-97.45266111,12,2,1,2,998,0,0,30
483170,10,29,1,2,29.64563056,-95.60708056,42,3,10,1,998,1,1,40
483171,10,25,4,20,32.33938889,-94.63191111,12,2,10,2,998,0,0,60
483172,10,28,7,21,32.11889722,-94.70518056,1,2,1,1,998,1,0,60
483173,9,22,6,19,29.76344722,-95.36089167,8,1,1,1,998,0,0,30
483174,10,30,2,22,29.40724722,-98.60283056,8,3,2,1,998,0,0,65
483175,10,29,1,21,29.54051111,-98.3784,8,2,10,2,998,0,0,65
483176,10,26,5,12,32.67396944,-95.65536944,8,1,2,1,998,0,0,70
483177,10,18,4,6,30.03580556,-97.66225833,12,2,1,2,998,0,0,65
483178,10,26,5,20,29.53547778,-95.80840556,8,2,10,1,998,0,0,45
483179,10,27,6,22,30.17891111,-97.82069722,8,3,10,1,998,0,0,45
483180,9,11,2,1,29.758125,-95.41458889,33,3,1,1,998,1,1,35
483181,10,22,1,13,30.32898333,-95.25665556,12,1,1,2,998,1,0,0
483182,10,30,2,19,31.58584722,-94.60968889,12,3,10,2,998,0,0,55
483183,10,28,7,6,29.49141111,-95.42728889,12,2,1,2,998,1,0,60
483184,10,11,4,8,30.04805,-95.51358611,12,1,2,2,998,0,0,45
483185,10,20,6,12,33.58520556,-98.43680556,12,1,1,3,998,0,0,55
483186,10,31,3,10,35.16850833,-101.9201972,12,1,1,2,998,1,0,50
483187,10,24,3,19,27.74245,-98.122625,11,2,1,2,998,2,0,70
483188,10,15,1,16,32.45305556,-100.4700333,12,5,1,3,998,0,0,60
483189,10,28,7,21,31.60253889,-95.14176944,12,2,10,2,998,0,0,60
483190,10,22,1,21,33.66709444,-101.59615,12,2,1,2,998,0,0,75
483191,10,26,5,12,26.30161389,-98.31201667,42,1,10,1,998,1,0,30
483192,10,25,4,19,32.74295278,-97.12700556,12,3,2,2,998,0,0,35
483193,10,24,3,19,29.39271111,-95.01048333,8,2,1,1,998,0,0,30
483194,10,22,1,3,32.72000556,-96.68309722,8,3,10,2,998,0,0,40
483195,10,16,2,0,32.92370278,-96.77457222,8,3,1,2,998,0,0,70
483196,10,20,6,8,26.26895,-98.07171389,8,2,1,2,998,0,0,55
483197,10,28,7,12,29.79661111,-96.66147778,12,1,1,3,998,2,0,75
483198,10,29,1,1,32.43275,-94.34658333,12,3,10,2,998,0,0,75
483199,10,29,1,23,29.73026389,-95.3718,25,3,1,1,998,1,0,60
483200,10,15,1,2,29.67552778,-95.33210833,8,2,1,1,998,0,0,30
483201,10,13,6,5,29.76392778,-95.36910556,8,3,1,1,998,0,0,60
483202,10,20,6,6,28.29331389,-99.61419444,12,2,1,2,998,0,0,75
483204,10,22,1,23,33.86468889,-98.52889722,58,3,1,1,998,1,0,35
483205,10,20,6,16,33.48018333,-95.58791111,12,1,1,2,998,1,0,75
483206,10,27,6,15,30.0514,-95.61440556,12,1,10,2,998,0,0,50
483207,11,1,4,20,29.60755278,-98.52717778,9,2,1,1,998,0,0,40
483208,10,27,6,4,29.34321944,-98.54863333,1,3,1,1,998,1,0,65
483209,10,28,7,12,31.72196944,-102.351325,12,1,1,2,0,1,1,70
483210,10,27,6,21,27.95154722,-97.10936667,12,2,1,3,998,1,1,60
483211,10,18,4,9,27.7524,-97.41694444,8,1,1,1,998,0,0,30
483212,10,23,2,14,30.52425556,-95.72964167,12,1,10,2,998,0,0,55
483213,10,25,4,9,28.78446944,-98.44069167,54,1,10,2,998,1,0,70
483214,11,1,4,22,31.77704444,-106.260875,12,3,1,4,998,0,0,35
483215,10,26,5,16,31.37295556,-94.47560556,12,1,2,3,998,1,0,70
483216,10,28,7,1,27.55542778,-99.44956389,33,3,1,2,998,1,0,55
483217,10,11,4,18,29.69805556,-95.90318056,12,1,10,3,998,0,0,50
483218,11,1,4,19,30.18544167,-93.80301667,1,3,1,1,998,1,0,55
483219,10,3,3,10,33.06512222,-96.38614167,1,1,1,1,998,1,1,45
483220,10,29,1,6,29.60345,-98.60137222,12,2,10,2,998,0,0,70
483221,10,16,2,14,32.75949444,-96.84500556,43,1,1,1,998,1,0,30
483222,11,5,1,19,29.42766944,-98.479125,8,3,1,1,998,0,0,30
483223,9,26,3,21,29.343625,-100.804825,41,3,1,1,998,3,0,55
483224,11,3,6,23,29.53959722,-95.2646,33,3,5,1,998,1,1,40
483225,10,24,3,17,30.44346111,-94.73385,12,1,1,2,998,0,0,60
483226,10,29,1,2,32.90718333,-96.81377222,12,3,2,2,998,1,0,65
483227,11,1,4,20,33.22045,-96.92175,8,2,1,2,998,0,0,50
483229,10,21,7,22,32.96245833,-96.14531389,1,2,1,1,998,1,0,35
483230,11,3,6,19,32.54850278,-94.35543889,8,3,1,1,998,0,0,40
483231,10,20,6,21,29.76275833,-95.48026389,12,3,1,2,998,0,0,35
483232,10,27,6,6,29.42956111,-98.73920278,12,2,10,3,998,1,0,50
483233,4,22,7,13,29.32091667,-100.4518194,38,1,1,1,998,2,0,65
483234,11,4,7,4,30.65463056,-97.00336111,8,3,1,1,998,0,0,30
483235,10,14,7,11,32.73841389,-95.01847222,11,1,1,1,998,1,0,65
483236,8,27,1,11,32.99516111,-96.76806111,30,1,10,1,998,1,0,40
483237,10,5,5,19,29.65621667,-95.25370556,1,3,1,1,998,1,0,60
483238,10,18,4,8,29.90961389,-95.41211944,25,2,1,1,998,1,0,45
483239,10,11,4,5,32.71441667,-96.92291111,12,2,10,2,998,1,0,70
483240,10,30,2,18,32.80590833,-96.83926389,8,3,1,1,998,0,0,60
483241,11,2,5,15,31.39936944,-100.4354528,1,1,1,1,998,1,0,65
483242,10,25,4,20,32.90100278,-96.62730278,12,2,2,2,998,1,0,30
483243,10,26,5,21,26.40428056,-98.13903889,8,2,1,1,998,0,0,55
483244,11,5,1,2,29.26413333,-94.89863333,38,2,1,1,998,1,1,30
483245,11,7,3,0,32.05337778,-95.48409167,9,2,10,1,998,0,0,45
483246,10,14,7,20,32.45001111,-99.74171111,12,3,1,2,998,0,0,40
483247,11,4,7,2,32.78191944,-96.81176389,25,3,1,1,998,1,1,60
483248,11,6,2,1,32.80155833,-96.82552222,8,3,1,1,998,0,0,60
483249,8,27,1,3,30.36991667,-97.69315556,12,3,1,2,998,0,1,35
483250,10,17,3,7,30.75006944,-95.71568056,1,4,1,1,998,1,0,65
483251,11,2,5,7,31.51145556,-96.42246389,8,4,1,1,998,0,0,70
483252,11,4,7,23,29.77055,-95.17792778,12,3,1,2,998,1,0,60
483253,11,1,4,8,29.01418889,-99.11050278,12,1,10,2,998,1,0,70
483254,11,6,2,5,29.50484722,-95.04201111,8,3,5,1,998,0,0,50
483255,11,3,6,10,32.77538611,-96.77881389,12,1,1,2,998,0,0,55
483256,10,18,4,19,30.41461667,-97.70717778,8,2,1,1,998,0,0,55
483257,10,19,5,9,28.78765278,-98.26798611,1,1,1,1,998,1,0,70
483259,10,31,3,6,29.29489722,-99.63645833,12,2,10,2,998,1,0,40
483260,11,3,6,19,32.69403889,-97.35301944,8,3,1,1,998,0,0,35
483261,11,1,4,17,32.08598889,-94.88530278,12,1,1,3,998,2,0,70
483263,11,2,5,12,29.67938611,-95.45110833,25,1,1,1,998,1,0,60
483264,11,7,3,12,31.11331667,-93.99005,12,1,1,2,998,1,0,65
483265,11,7,3,17,31.77760556,-106.3225806,8,2,1,1,998,0,0,98
483266,10,29,1,9,30.235725,-96.28542778,12,1,10,2,0,1,0,60
483267,10,24,3,21,32.73131667,-97.29929444,8,2,10,1,998,0,0,35
483268,11,9,5,1,30.39180556,-97.73389444,25,3,1,1,998,1,0,65
483269,10,26,5,18,35.16162778,-101.7424722,12,1,10,2,998,1,0,75
483270,10,29,1,18,32.73631944,-97.18044167,42,3,2,1,998,1,0,45
483271,11,6,2,10,32.78785278,-94.88507778,12,1,1,3,998,0,0,70
483272,11,6,2,6,29.86122778,-95.05985556,12,1,1,2,998,0,0,0
483273,10,30,2,6,28.65996667,-100.257975,12,2,2,2,998,0,0,75
483274,11,3,6,18,31.59347778,-102.8927222,8,1,1,1,998,0,0,30
483275,10,22,1,2,29.81038889,-95.43646667,8,3,1,1,998,0,0,45
483276,4,18,3,14,32.332775,-95.25398611,12,1,1,2,998,0,0,55
483277,10,24,3,21,28.51780278,-98.185775,12,2,1,2,0,0,0,70
483278,11,3,6,8,31.87098889,-101.6458528,12,4,1,3,998,1,0,75
483279,11,3,6,6,30.33064444,-93.80286111,12,2,1,2,998,1,0,75
483280,11,9,5,17,33.63321944,-95.57335556,12,2,2,3,998,0,1,65
483281,10,31,3,17,32.79685278,-94.68616944,42,1,1,1,998,1,0,35
483282,11,7,3,18,32.88911111,-95.59592778,11,2,1,1,998,1,0,60
483283,11,4,7,21,32.73505,-96.26667778,8,2,1,1,998,0,0,30
483284,10,7,7,5,30.18095,-97.53761667,8,2,1,1,998,0,0,70
483285,10,22,1,99,30.38037778,-97.57978333,38,2,1,1,998,1,0,55
483286,11,9,5,21,29.43900556,-98.43594444,33,3,2,1,998,1,0,30
483287,10,25,4,8,29.68844722,-95.5698,8,3,10,1,998,0,0,35
483288,11,4,7,21,29.45158333,-98.56878611,8,2,1,1,998,0,0,35
483289,11,2,5,6,30.0652,-95.43454722,30,3,1,1,998,1,0,65
483290,11,2,5,16,32.84474722,-96.693125,8,1,1,1,998,0,0,35
483291,11,11,7,20,32.95697222,-97.4022,8,2,10,1,998,0,0,70
483292,11,11,7,6,30.05264167,-99.45222778,42,2,10,1,998,1,0,50
483293,10,30,2,4,29.69477222,-95.35176389,34,2,3,1,998,1,1,30
483294,11,4,7,3,33.23242222,-96.63188333,20,2,1,1,998,1,1,70
483295,10,20,6,15,30.63089722,-104.0137361,5,1,1,1,998,1,0,55
483297,11,8,4,16,32.53956667,-94.76098611,12,1,1,2,998,0,0,50
483298,11,6,2,22,29.73779444,-95.48064167,8,3,1,1,998,0,0,35
483299,11,12,1,11,30.581175,-97.81828056,12,1,1,2,998,0,0,55
483300,11,2,5,9,33.22256667,-97.590125,41,1,1,2,998,1,0,55
483301,11,2,5,2,29.65735278,-97.42574167,8,2,1,1,998,0,0,75
483302,11,8,4,17,32.366475,-95.28944167,8,3,1,1,998,0,0,50
483303,11,7,3,7,29.548125,-98.47240278,21,1,10,1,998,1,0,40
483304,11,2,5,20,32.391375,-100.9310389,8,2,1,1,998,0,0,75
483305,10,30,2,19,32.87668611,-97.20477222,12,2,1,4,998,0,0,50
483306,10,22,1,5,32.76043333,-97.167025,21,6,1,2,998,1,0,60
483307,10,30,2,20,31.52665,-100.4706444,12,2,1,2,998,1,0,40
483308,10,23,2,23,32.64665,-96.16526389,53,2,1,1,998,1,1,55
483309,11,2,5,7,27.68217778,-97.17037778,12,1,1,2,998,1,0,60
483310,11,5,1,21,32.79516667,-97.34848333,15,3,1,1,998,0,0,35
483311,11,9,5,15,31.90949444,-96.39104167,35,1,2,1,998,1,0,75
483312,11,12,1,5,32.02301944,-95.39134167,12,2,10,2,998,1,1,70
483313,11,11,7,4,32.5846,-97.24337222,8,2,10,1,998,0,0,45
483314,11,13,2,13,32.90016111,-97.45963889,30,1,10,1,998,1,0,60
483315,11,1,4,6,31.94289167,-101.8688111,12,2,1,2,998,1,0,55
483316,10,27,6,17,33.00001389,-95.35495556,43,1,1,1,998,1,0,70
483317,11,11,7,18,32.67034444,-97.11488056,12,3,1,2,998,0,0,45
483318,10,12,5,6,27.71816667,-97.49083611,8,2,1,1,998,0,0,30
483319,10,29,1,3,31.86472778,-98.47695278,24,2,2,1,998,2,1,75
483320,6,21,4,4,32.65958889,-96.73073056,59,3,1,2,998,1,0,70
483321,11,9,5,15,32.93983333,-97.039,30,1,2,2,998,0,0,0
483322,7,29,7,15,32.34216389,-96.85597778,2,1,1,1,998,1,0,70
483323,10,25,4,16,30.42757222,-95.31622778,1,1,10,1,998,1,0,55
483324,11,9,5,2,31.60536111,-97.07893333,8,2,1,2,999,0,0,55
483325,11,2,5,6,30.34618889,-97.70018056,8,2,1,1,998,0,0,98
483326,11,12,1,16,27.68638611,-97.36857778,30,1,2,1,998,1,0,35
483327,11,13,2,13,28.85938056,-96.98931389,12,1,2,2,998,1,0,40
483328,11,10,6,17,32.41607222,-97.20540556,12,5,1,2,998,1,0,55
483329,11,4,7,21,32.72569167,-102.7603944,12,3,1,2,0,0,0,60
483330,11,3,6,18,29.7328,-98.35935,12,5,1,2,998,1,0,55
483331,11,15,4,5,30.21911111,-97.67038889,12,2,1,2,65,1,0,65
483332,11,9,5,12,32.89446111,-96.69035833,12,1,2,3,998,0,0,40
483333,11,8,4,6,28.72203889,-96.26015833,9,2,10,1,998,0,0,70
483334,10,15,1,21,29.87003611,-95.32963611,12,2,1,2,998,0,0,45
483335,11,2,5,23,29.56785,-98.33319167,12,2,1,2,998,1,1,55
483336,11,1,4,16,27.72770833,-97.39476389,12,1,1,2,998,1,0,35
483337,11,4,7,6,32.91402778,-97.58790556,57,2,10,1,998,1,0,60
483338,11,12,1,18,33.48135,-96.99952778,12,2,1,2,998,2,0,65
483339,11,13,2,21,32.370125,-95.29284167,8,2,10,1,998,0,0,40
483340,11,5,1,16,32.965625,-97.35373611,12,1,1,2,998,0,0,45
483341,10,12,5,18,32.683225,-96.90868889,15,1,10,1,998,0,0,40
483342,9,29,6,9,29.57359722,-95.22583889,12,1,1,2,998,0,0,35
483343,11,8,4,17,27.58171389,-99.31841111,12,1,1,2,998,1,0,75
483344,11,14,3,23,29.44540556,-98.39811944,1,3,1,1,998,1,1,65
483345,11,7,3,5,31.36255,-100.4335722,30,2,1,1,998,1,0,75
483346,10,24,3,22,29.80340278,-95.44775278,33,3,1,1,998,1,0,45
483347,10,19,5,14,29.7115,-95.63535833,42,1,1,1,998,1,0,45
483348,11,11,7,23,32.34805,-95.20900278,42,2,1,1,998,1,0,60
483349,10,29,1,7,32.69386944,-96.84473056,12,4,10,2,998,1,0,70
483350,11,6,2,15,29.53143056,-95.24921111,12,1,1,2,998,0,0,98
483351,11,7,3,17,31.11585556,-97.67451667,12,1,1,2,93,0,0,55
483352,10,31,3,16,30.48520556,-97.69491111,12,1,1,2,998,1,0,45
483353,11,9,5,7,30.92118056,-103.18415,38,1,2,1,998,1,0,80
483354,11,14,3,20,33.02640556,-96.82969722,1,3,10,1,998,1,0,70
483355,11,15,4,17,29.89666667,-95.21125833,9,3,1,1,998,0,0,45
483356,9,7,5,5,29.38722778,-98.54811667,8,3,1,1,998,0,0,35
483357,11,9,5,22,30.66383889,-94.89171111,12,2,2,2,998,4,1,60
483358,10,13,6,21,32.69859444,-97.015525,33,3,1,1,998,2,1,40
483359,11,10,6,13,33.36386389,-96.69374722,30,1,10,1,998,1,0,50
483360,11,8,4,6,28.94856944,-99.67271389,12,4,5,2,998,6,0,75
483361,11,6,2,3,29.81400556,-95.35686111,8,3,1,1,998,0,0,55
483362,11,8,4,17,31.81948611,-106.2724028,12,1,1,9,998,0,0,65
483363,9,30,7,6,30.53773889,-95.495225,14,2,1,1,998,0,1,75
483364,8,25,6,0,30.88831389,-102.709225,1,2,1,1,998,1,0,80
483365,10,26,5,20,31.88536389,-94.38312778,18,2,2,1,998,1,0,70
483366,11,7,3,18,35.19064167,-101.7953806,8,3,1,1,998,0,0,35
483367,11,8,4,22,30.52476667,-94.97964167,1,2,10,1,998,1,1,65
483368,11,12,1,22,29.6347,-95.714175,42,3,2,1,998,1,0,45
483369,11,9,5,17,33.57428333,-96.06388889,59,2,2,1,998,1,0,65
483370,11,8,4,21,31.76743056,-102.5172583,57,2,1,2,998,1,1,55
483371,11,17,6,4,31.77698333,-106.471225,8,3,1,1,998,0,0,35
483372,11,17,6,23,31.77100278,-106.4251194,12,3,1,2,998,1,0,30
483374,11,14,3,20,29.97605556,-94.73495833,12,3,10,2,998,0,1,60
483375,11,4,7,14,29.79714722,-95.03203333,12,1,1,2,998,1,1,45
483376,11,10,6,22,32.51513333,-94.79857222,15,3,1,1,998,0,1,45
483377,11,18,7,14,30.60911389,-97.86048889,12,1,1,2,998,0,0,60
483378,11,16,5,23,32.79305833,-96.65531111,18,3,1,2,998,1,1,65
483379,11,9,5,0,30.28255556,-99.51080833,24,2,1,2,998,0,0,80
483380,10,17,3,15,29.65193333,-95.07371667,12,1,1,2,998,1,0,30
483381,11,13,2,21,29.664925,-95.05157778,12,3,10,2,998,1,1,45
483382,11,17,6,13,29.78523333,-94.91193889,12,1,1,2,998,0,0,50
483383,11,15,4,16,32.62216389,-97.52675,12,1,1,2,998,1,0,60
483384,11,20,2,0,31.95955556,-95.52925556,1,2,10,1,998,1,0,70
483385,11,11,7,19,26.29849444,-98.14249722,8,3,10,1,998,0,0,45
483386,11,15,4,17,32.45537778,-96.23527778,12,5,1,2,998,1,0,40
483387,10,23,2,11,30.10890556,-96.03876111,9,1,1,1,998,0,0,55
483388,11,5,1,1,29.77074167,-95.18785556,8,3,1,1,998,0,0,60
483389,11,11,7,2,29.74901944,-95.36999722,12,3,1,2,998,1,1,30
483390,11,11,7,20,30.95832778,-99.71266944,12,2,10,2,998,1,0,75
483391,11,1,4,20,27.365725,-98.191525,52,2,10,1,998,1,0,70
483392,11,17,6,6,29.82086667,-94.91506667,1,2,1,1,998,1,0,50
483393,11,13,2,12,32.81575278,-96.64294444,25,1,10,7,998,0,0,70
483394,11,16,5,19,31.89320556,-102.3882778,12,1,1,2,998,0,0,35
483395,11,9,5,21,32.14291111,-101.4976472,12,2,2,4,998,1,0,70
483396,10,21,7,1,32.81941944,-96.68121111,33,3,1,1,998,0,1,40
483397,11,19,1,20,32.72131389,-97.31575,33,2,10,1,998,1,0,30
483398,10,29,1,22,29.73542222,-95.48403333,8,3,1,1,998,0,0,30
483400,11,5,1,5,30.13024167,-97.64388056,12,2,5,3,998,0,1,55
483401,11,12,1,8,35.22702778,-100.1900583,12,1,5,4,75,1,0,75
483402,11,18,7,4,26.17251944,-97.67389444,8,3,5,1,998,0,0,35
483403,11,5,1,21,31.88765833,-102.0471222,12,3,1,2,998,1,0,55
483404,11,14,3,2,31.11842778,-97.35358056,8,2,1,1,998,0,0,65
483405,8,11,6,17,29.32430833,-96.09115,12,1,1,3,998,0,0,40
483406,11,5,1,3,31.77949167,-106.5174222,24,3,1,1,998,1,0,60
483407,11,8,4,20,32.83628889,-96.95923611,12,3,1,2,998,1,0,45
483408,11,18,7,4,32.74948889,-97.67867778,12,2,10,2,998,1,0,55
483409,11,20,2,17,29.90690833,-93.90208333,8,3,1,1,998,0,0,35
483410,11,18,7,20,29.48042778,-95.0699,12,2,1,3,998,0,0,50
483411,11,19,1,3,29.50053889,-95.04794167,46,3,5,1,998,1,1,45
